Category,description_preview,cleaned_jd
Data Scientist,"Description
Giskard defends the vision of a Responsible AI that serves the economic performance of companies while respecting the rights of citizens. To embody this mission, Giskard enables AI professionals (Data Scientists and Machine Learning Engineers) to evaluate & test the quality of ML models.",description giskard defend vision responsible ai serve economic performance company respect right citizen embody mission giskard enable ai professional data scientist machine learning engineer evaluate test quality ml model build collaborative open source quality assurance platform ml model already empower customer solution giskard python library help data scientist detect hide vulnerability ml model make ai development process efficient automate identification risk bias performance issue error try see documentation giskard hub help ml engineer debug monitor model share dashboard collaborate make deployment ml model safer efficient provide ready make monitor dashboard catalog usable testing component ml debug interface install follow documentation track record recently raise round million euro lead elaia participation bessemer venture partner notable angel investor read fundraise accelerate growth read announcement receive strategic investment european commission build saas platform automate compliance upcoming eu ai regulation read last november giskard feature techcrunch role machine learning research intern guidance experience ml researcher contribute develop core ml product testing explain debug large language model computer vision model conduct scientific technological watch read paper test tool relate ai quality safety real impact startup forefront responsible ai movement requirement end internship lead full time hire hire intern enrol french university prior internship project tech company must skill strong skill python data science stack especially pandas scikit learn tensorflow torch transformer skill software engineer use git etc strong write oral communication skill english french bonus quick learner proactive attitude ability autonomously passionate build robust solution real life problem drive customer need outstanding user will build real product see use customer hungry learning skill every day conscious technology role society empathetic team player recruitment process get offer week fit interview minute tech exercise day complete tech interview minute final interview minute benefits value diversity equity inclusivity giskard equal employer discriminate basis race religion color origin gender sexual orientation age marital status veteran disability status remote flex value productivity life balance adopt hybrid schedule come office day week internship full time employee grant significant equity package want include everyone adventure make collective win salary
Data Scientist,"Description
About SmartNews
SmartNews is a leading global information and news discovery company dedicated to delivering quality information to the people who need it. Thanks to our unique machine-learning technology and relationships with more than 3,000 global publisher partners, we provide news t",description smartnews smartnews lead global information news discovery dedicate deliver quality information people need unique machine learning technology relationship global publisher partner provide news matter million user found tokyo smartnews office san francisco palo alto york shanghai beijing someone share vision feel passionately mission encourage role responsibility partner cross functional team across product business development engineer closely product manager business partner designer engineer prioritize data project maximize business impact inform product strategy planning develop metric analytics framework data science roadmaps drive decision make process level deliver actionable analytics insight enhance user understand content understand hand conduct test analysis provide actionable insight regard product ux change user onboarding engagement retention dive deep user behavior pattern product feature performance user acquisition develop domain expertise segment user behavior interest online news feature content requirement require advance degree mathematics statistic computer science analytical field analytical relate apps website program language use data analysis python etc prior work lead cross functional partner advance sql expert knowledge testing apply statistic predictive model fit regression curve build predictive model choose sample size etc business level english nice analysis digital mobile user interface understand machine learning end end deployment understand data engineer task data warehouse model deployment use data workflow tool like azkaban airflow relate user growth product feature development understand kind personality mindset ideal collaborative strong ownership communicator impact drive proactive contribution business product improvement business level japanese benefits benefits available smartnews tokyo office lunch snack prepare daily site kitchen facility office coffee stand offer single origin coffee espresso base beverage tea seasonal drink smartselect support program employee self development productivity healthcare social insurance require japanese labor law visa sponsorship relocation support visa sponsorship available candidate meet eligibility requirement support smooth transition candidate move japan overseas smartnews partner travel service provider
Data Scientist,"Description
Arena’s Chief Technology Officer is looking for a junior-to-mid-level database developer/data scientist who has a passion for coding, troubleshooting data and solving problems. The right candidate would be a key contributor to a proprietary financial data warehouse that is crucial to run",description arena chief technology officer junior mid level database developer data scientist passion cod troubleshoot data solving problem right key contributor proprietary financial data warehouse crucial run business responsivities include analyze data troubleshoot logic problem monitor data health develop data transformation store procedure learning interface business side sponsor asset management accounting operation ideal candidate organize analytical self motivate resourceful able communicate effectively internal functional group part large scale fintech platform hone technical skill learning private credit business responsibility analyze troubleshoot financial data arena datawarehouse assist project task relate data analysis data visualization report operation finance asset management department develop store procedure data transformation develop powerbi visualization requirement individual able fast pace performance drive environment maintain interest detail accuracy efficiency bachelor degree computer science top university technology tech pure play startup fintech etc internship co ops plus strong relational database knowledge sql server etc fluency sql sql store procedure familiarity powerbi tableau data visualization familiarity ssrs report accounting fund accounting trade operation relate data plus familiarity web development html5 javascript jquery css rest etc plus familiarity oop least language csharp java etc plus comfortable agile scrum sdlc positive attitude strong ethic desire collaboratively across strong attention detail
Data Scientist,"Description
-Collaborate with product design and engineering to develop an understanding of needs.
Research and advise innovative statistical models for data analysis.
Communicate findings to business stakeholders. Enable smarter business processes—and implement analytics for actionable insights.
Ke",description collaborate product design engineer develop understand need research advise innovative statistical model data analysis communicate finding business stakeholder enable smarter business process implement analytics actionable insight keep current technology industry development use various statistical technique algorithm extract knowledge insight structure unstructured data translate model output meaningful business insight responsibility establish mentor junior data scientist perform people management responsibility responsible technology platform vision closely data product owner set use case priority budget backlog closely technology team design build test deploy maintain improve technology solution model collect determine data appropriate source assist determine business need requirement interact data engineer business owner satisfy use case requirement follow embrace best practice come methodology standard process spread design think agile methodology mine analyze data database drive optimization improvement product development marketing technique business strategy assess effectiveness accuracy data source data gather technique build tune deploy predictive statistical model extract business insight exploit ml develop business use case provide think leadership research best practice conduct experiment collaborate business leader requirement bachelor degree economics computer science engineer statistic mathematics physic operation research relate discipline academic record solid understand foundational statistic concept ml algorithm linear logistic regression random forest boost gbm nns etc experience build data science solution real business problem recommendation build customer journey customer enhancement etc fluency least follow language python java scala ability access manage transfer integrate analyze complex datasets especially use sql sql sci kit learn pandas equivalent tool master ph degree prefer computer science statistic neuroscience engineer mathematics physic prefer must work large data set especially hadoop spark strong communication skill ability align complex technical decision active coach mentor whose goal grow maximize team potential high energy passionate individual inspire teammate reach maximum potential excite try solution outside standard approval embrace culture trust free think complete transparency brave rebellious will challenge status quo
Data Scientist,"Description
About Us
Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are Southeast Asia’s leading womenswear brand, headquartered in Singapore, with an omnichannel presence across Hong Kong SAR China, Indonesia, Malaysia and a ",description love bonito digital mission empower everyday asian woman inspire self confidence southeast asia lead womenswear brand headquarter singapore omnichannel presence across hong kong sar china indonesia malaysia retail franchise cambodia addition expand international market namely philippine unite state america found proudly female found female representation leadership role girlpower raise 50m series round know cusp something work towards become thoughtful brand globally asian female consumer especially come product community experience lot do excite plan team people wildly passionate make impact part dynamic team workplace corporate yes read right team love bonito team passionate dynamic innovative fun love family fashion lover savvy marketer tech whiz diverse team talented individual unify focus customer love bonito woman heart everything pride always take innovative data centric yet considerate approach create right experience product content big dream grand mission like mind people join people passionate fearless entrepreneurial dynamic corporate environment learn grow really make impact perfect fit role front seat impact woman across globe fashion data junior mid level data analyst play pivotal role champion data drive approach decision make empower organisation act smarter faster efficiently responsible design implement variety data enable solution generate actionable insight launch direct decision output model improve business addition play important role set best practice analytics workflow love bonito culture fit grasp love bonito brand unique proposition genuine curiosity know thing make better entrepreneurial self starter get hand dirty attitude enjoy learning thing pick quickly demonstrate result drive data obsession problem solver identify scope solve loosely define problem design execute logical action plan challenge solve systematically analytical data drive love work number extract knowledge data extremely objective thorough diligent efficiently independently query manipulate explore data use tool sql python business drive able learn business context business stakeholder quickly per project requirement ability contextual information analysis design data product exemplify business acumen develop solution insight business goal mind creativity communication ability think box translate data simple human language compel visualisation data storytelling empower broader organisation understand leverage data relationship management relationship management ability independently business stakeholder functional team main responsibility decision model automation help stakeholder refine problem statement translate analytics project clearly define closely technical business team iterate solution test gather actionable feedback continuously raise standard analytics capability develop predictive model use variety statistical method machine learning technique customer segmentation loyalty program mechanic sales forecast participate contribute session review model performance brainstorm prioritise opportunity analytics framework insight generation define performance metric target ensure alignment across design build maintain user friendly dashboard track business health performance launch model specific initiative present prepare coordinate go performance review weekly quarterly solicit feedback provide insight data storytelling intuitive data visualisation contribute development analytics capability collaborate closely member team data engineer data scientist data analyst drive meaningful improvement requirement soft skill capable independently discover scoping business problem loosely define non technical stakeholder ability execute analytics project break goal clear actionable task effectively communicate technical non technical stakeholder meeting write presentation dashboard willingness learn ability quickly independently technical skill proficient sql python data analytics transform analyse large amount data data visualisation tool preferably tableau metabase knowledge statistical method apply solve business problem advantageous master degree quantitative field statistic mathematics computer science engineer data science relevant industry preferably commerce retail digital product development work databricks data lake environment familiar concept data mesh data product website track especially gtm google analytics benefits flexible arrangement anywhere remote adjustable hour long present core work hour staff wellness comprehensive corporate insurance fully cover visit panel clinic dental coverage maternity reimbursement mental wellness support tailor coach service mental wellness learning career development learning development subscription plan best class resource personal development fund etc dedicate leadership training managerial responsibility friday pm learning teamlb perk generous staff discount lb product corporate partnership variety company welcome teamlb swag store gift card get lb outfit employee drive peer peer recognition platform honour celebrate everyday achievement internal referral programme
Data Scientist,"Description
Giskard defends the vision of a Responsible AI that serves the economic performance of companies while respecting the rights of citizens. To embody this mission, Giskard enables AI professionals (Data Scientists and Machine Learning Engineers) to evaluate & test the quality of ML models.",description giskard defend vision responsible ai serve economic performance company respect right citizen embody mission giskard enable ai professional data scientist machine learning engineer evaluate test quality ml model build collaborative open source quality assurance platform ml model already empower customer solution giskard python library help data scientist detect hide vulnerability ml model make ai development process efficient automate identification risk bias performance issue error try see documentation giskard hub help ml engineer debug monitor model share dashboard collaborate make deployment ml model safer efficient provide ready make monitor dashboard catalog usable testing component ml debug interface install follow documentation track record recently raise round million euro lead elaia participation bessemer venture partner notable angel investor read fundraise accelerate growth read announcement receive strategic investment european commission build saas platform automate compliance upcoming eu ai regulation read last november giskard feature techcrunch role machine learning research intern guidance experience ml researcher contribute develop core ml product testing explain debug large language model computer vision model conduct scientific technological watch read paper test tool relate ai quality safety real impact startup forefront responsible ai movement requirement end internship lead full time hire hire intern enrol french university prior internship project tech company must skill strong skill python data science stack especially pandas scikit learn tensorflow torch transformer skill software engineer use git etc strong write oral communication skill english french bonus quick learner proactive attitude ability autonomously passionate build robust solution real life problem drive customer need outstanding user will build real product see use customer hungry learning skill every day conscious technology role society empathetic team player recruitment process get offer week fit interview minute tech exercise day complete tech interview minute final interview minute benefits value diversity equity inclusivity giskard equal employer discriminate basis race religion color origin gender sexual orientation age marital status veteran disability status remote flex value productivity life balance adopt hybrid schedule come office day week internship full time employee grant significant equity package want include everyone adventure make collective win salary
Data Scientist,"Description
About SmartNews
SmartNews is a leading global information and news discovery company dedicated to delivering quality information to the people who need it. Thanks to our unique machine-learning technology and relationships with more than 3,000 global publisher partners, we provide news t",description smartnews smartnews lead global information news discovery dedicate deliver quality information people need unique machine learning technology relationship global publisher partner provide news matter million user found tokyo smartnews office san francisco palo alto york shanghai beijing someone share vision feel passionately mission encourage role responsibility partner cross functional team across product business development engineer closely product manager business partner designer engineer prioritize data project maximize business impact inform product strategy planning develop metric analytics framework data science roadmaps drive decision make process level deliver actionable analytics insight enhance user understand content understand hand conduct test analysis provide actionable insight regard product ux change user onboarding engagement retention dive deep user behavior pattern product feature performance user acquisition develop domain expertise segment user behavior interest online news feature content requirement require advance degree mathematics statistic computer science analytical field analytical relate apps website program language use data analysis python etc prior work lead cross functional partner advance sql expert knowledge testing apply statistic predictive model fit regression curve build predictive model choose sample size etc business level english nice analysis digital mobile user interface understand machine learning end end deployment understand data engineer task data warehouse model deployment use data workflow tool like azkaban airflow relate user growth product feature development understand kind personality mindset ideal collaborative strong ownership communicator impact drive proactive contribution business product improvement business level japanese benefits benefits available smartnews tokyo office lunch snack prepare daily site kitchen facility office coffee stand offer single origin coffee espresso base beverage tea seasonal drink smartselect support program employee self development productivity healthcare social insurance require japanese labor law visa sponsorship relocation support visa sponsorship available candidate meet eligibility requirement support smooth transition candidate move japan overseas smartnews partner travel service provider
Data Scientist,"Description
Tiger Analytics is looking for experienced Data Scientists to join our fast-growing advanced analytics consulting firm. Our employees bring deep expertise in Data Science, Machine Learning, and AI. We are the trusted analytics partner for multiple Fortune 500 companies, enabling them to ",description tiger analytics experience data scientist join fast grow advance analytics consulting firm employee bring deep expertise data science machine learning ai trust analytics partner multiple fortune company enable generate business value data business value leadership recognize various market research firm include forrester gartner top notch talent continue build best global analytics consulting team world senior data scientist robust optimization particular integer program mix integer program strong cod capability preferably supply chain domain person responsible write complex production level cod key responsibility effectively communicate analytics approach meet objective business partner advocate educate value data drive decision make focus solution lead analytic approach integrate solution collaboratively application tool data engineer business lead analyst developer create repeatable interpretable dynamic scalable model seamlessly incorporate analytic data product collaborate coach learn grow team experience data scientist stay connect external source idea conference community engagement support demand regulator investor relation etc develop innovative solution meet objective utilize cut edge technique tool requirement ph master computer science statistic economics data science relate field least extensive data science robust optimization robust hand python forecast combinatorial optimization greedy heuristic mix integer program strong statistic foundation knowledge statistical package highly proficient python scala program sql cplex emr kafka gurobi cod skill person responsible write complex production level cod benefits offer significant career development fast grow challenge entrepreneurial environment high degree individual responsibility
Data Scientist,"Description
About Us
Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are Southeast Asia’s leading womenswear brand, headquartered in Singapore, with an omnichannel presence across Hong Kong SAR China, Indonesia, Malaysia and a ",description love bonito digital mission empower everyday asian woman inspire self confidence southeast asia lead womenswear brand headquarter singapore omnichannel presence across hong kong sar china indonesia malaysia retail franchise cambodia addition expand international market namely philippine unite state america found proudly female found female representation leadership role girlpower raise 50m series round know cusp something work towards become thoughtful brand globally asian female consumer especially come product community experience lot do excite plan team people wildly passionate make impact part dynamic team workplace corporate yes read right team love bonito team passionate dynamic innovative fun love family fashion lover savvy marketer tech whiz diverse team talented individual unify focus customer love bonito woman heart everything pride always take innovative data centric yet considerate approach create right experience product content big dream grand mission like mind people join people passionate fearless entrepreneurial dynamic corporate environment learn grow really make impact perfect fit role front seat impact woman across globe fashion data junior mid level data analyst play pivotal role champion data drive approach decision make empower organisation act smarter faster efficiently responsible design implement variety data enable solution generate actionable insight launch direct decision output model improve business addition play important role set best practice analytics workflow love bonito culture fit grasp love bonito brand unique proposition genuine curiosity know thing make better entrepreneurial self starter get hand dirty attitude enjoy learning thing pick quickly demonstrate result drive data obsession problem solver identify scope solve loosely define problem design execute logical action plan challenge solve systematically analytical data drive love work number extract knowledge data extremely objective thorough diligent efficiently independently query manipulate explore data use tool sql python business drive able learn business context business stakeholder quickly per project requirement ability contextual information analysis design data product exemplify business acumen develop solution insight business goal mind creativity communication ability think box translate data simple human language compel visualisation data storytelling empower broader organisation understand leverage data relationship management relationship management ability independently business stakeholder functional team main responsibility decision model automation help stakeholder refine problem statement translate analytics project clearly define closely technical business team iterate solution test gather actionable feedback continuously raise standard analytics capability develop predictive model use variety statistical method machine learning technique customer segmentation loyalty program mechanic sales forecast participate contribute session review model performance brainstorm prioritise opportunity analytics framework insight generation define performance metric target ensure alignment across design build maintain user friendly dashboard track business health performance launch model specific initiative present prepare coordinate go performance review weekly quarterly solicit feedback provide insight data storytelling intuitive data visualisation contribute development analytics capability collaborate closely member team data engineer data scientist data analyst drive meaningful improvement requirement soft skill capable independently discover scoping business problem loosely define non technical stakeholder ability execute analytics project break goal clear actionable task effectively communicate technical non technical stakeholder meeting write presentation dashboard willingness learn ability quickly independently technical skill proficient sql python data analytics transform analyse large amount data data visualisation tool preferably tableau metabase knowledge statistical method apply solve business problem advantageous master degree quantitative field statistic mathematics computer science engineer data science relevant industry preferably commerce retail digital product development work databricks data lake environment familiar concept data mesh data product website track especially gtm google analytics benefits flexible arrangement anywhere remote adjustable hour long present core work hour staff wellness comprehensive corporate insurance fully cover visit panel clinic dental coverage maternity reimbursement mental wellness support tailor coach service mental wellness learning career development learning development subscription plan best class resource personal development fund etc dedicate leadership training managerial responsibility friday pm learning teamlb perk generous staff discount lb product corporate partnership variety company welcome teamlb swag store gift card get lb outfit employee drive peer peer recognition platform honour celebrate everyday achievement internal referral programme
Data Scientist,"Description
As Director of Data Science & Business Intelligence, you will be empowered to build an enterprise Data Science and BI capability. This role will be critical in scaling our BI infrastructure and unlocking the power of data science in creating stickier experiences for our customers. Your k",description director data science business intelligence empower build enterprise data science bi capability role critical scale bi infrastructure unlock power data science create stickier experience customer knowledge statistic bi infrastructure analytics method combine strong management communication skill determine evolve key area business role player coach fully remote report senior leader analytics finance responsibility build scale data science team ultimately help business make decision better create data science roadmap align key area business unlock value create deliver business intelligence roadmap scale infrastructure report data model capability outline customer journey identify lever business pull delight customer create sticky experience create multivariate model showcase key driver customer retention churn collaborate cross functionally analytics team engineer team group passionate stakeholder dedicate improve customer distill knowledge consumer playbook data visualization effectively put knowledge action help business make decision better requirement minimum data scientist particular focus machine learning nlp tertiary education recognise institution quantitative field master degree prefer minimum managerial analytics software tool language python etc machine learning technique must work knowledge visualization platform customization power bi tableau etc must must highly analytical individual strong grasp modern statistical method full lifecycle data science project must medical data add advantage ability independently fast pace environment oral write communication skill benefits alongside learn best class talent join market leader within insurance space attractive salary benefits unlimited leave day fantastic culture life balance
Data Scientist,"Description
We Are Hiring!
Integrant is looking for game changers to join our team as ""Lead Data Scientist"" with below roles and responsibilities:
Use mathematics, statistics and computer science to extract knowledge and insights from structured, semi-structured and unstructured data in order to ass",description hire integrant game changer join team lead data scientist role responsibility use mathematics statistic computer science extract knowledge insight structure semi structure unstructured data order assist clientele make better data drive decision conduct open research necessary develop algorithm method specific need client know algorithm method suffice solution engage activity requirement elicitation clientele potential data science workload mentor junior member team data science deliver machine learning model client contribute knowledge transfer requirement data science workload msc computer science equivalent quantitative field familiarity classification cluster regression association rule mine familiarity standard open source machine learning framework sklearn tensorflow keras etc familiarity azure cognitive service azure ml familiarity aws sagemaker deploy model production monitor model post production detect concept drift familiarity deep learning extensive python familiarity conduct open scientific research nice familiarity enforcement learning familiarity stochastic local search method familiarity mlops azure familiarity mlops aws familiarity build data pipeline azure familiarity build data pipeline aws familiarity single multi objective optimization technique benefits salary pay usd six career advance opportunity employee park space supportive friendly environment premium medical insurance employee family english language development course interest free loan pay technical development course plan overtime program pop employment referral program premium location maadi nasr city social insurance travel onsite customer house technical english training program dedicate learning time check 4plus1 program flexible schedule perk event sponsor lunch game area rooftop hangout
Data Scientist,"Description
About Trayt:
Trayt is a fast-growing, mission-driven, venture-backed healthcare technology startup located in Palo Alto, California. We have a disruptive data platform that is offering a new paradigm in diagnosing, treating, and caring for patients with brain and mental health disorders,",description trayt trayt fast grow mission drive venture back healthcare technology startup locate palo alto california disruptive data platform offer paradigm diagnose treat care patient brain mental health disorder include autism adhd depression substance abuse eat disorder trayt end end collaboration data analytics platform unite entire ecosystem provider caregiver around every patient fully need statewide psychiatry access program major customer state texas vermont power program child psychiatry access network cpan texas child health access telemedicine tchatt world class multi disciplinary team decade psychiatry data analytics build successful company pride group passionate people love product love celebrate achievement milestone together unique excite innovative mind industry see product change history trayt health seek season result drive vp engineer vp know code architect manage ideally vp sr director engineer get start build software healthcare desire part fast grow team excite forefront healthcare mental health innovation contribute growth success role report ceo key responsibility must ability configure maintain cloud environment follow best practice data privacy security lead backend frontend engineer activity web mobile application grow engineer team make calculate build buy decision development activity interact closely product data science ensure product build per requirement provide data flexibility create meaningful tool user ensure data privacy security requirement per hipaa hitrust closely follow compliance guideline ensure system health go basis provide reliable safe environment patient health data create analytic tool track improve user engagement platform lead technical support ensure timely response technical issue question requirement successful role graduate degree computer science relate field manage engineer team use agile scrum methodology prove industry build robust scalable web app service heavy focus data data management ai machine learning build maintain scalable highly secure available cloud base saas application hand full stack engineer proficient python javascript nodejs react reactnative skill sql nosql database include dynamodb hand set continuous integration continuous deployment pipeline aws hand lead team still involve day day cod familiar healthcare security regulatory requirement include compliance hipaa hitrust feed ramp among others skillful build team culture able mentor train start must absolute collaborative approach problem solving positive attitude ability laugh prefer skill behavioral mental health category pay range annual salary 265k 300k plus stock option benefits benefits include health insurance coverage medical dental vision life insurance short long term disability insurance flexible spend account flexible pay time holiday pay
Data Scientist,"Description
The Data Team
You will be part of the data team. We work cross-functionally with other teams to bring data-driven impact to Fabulous and its business units like Product Growth, User Acquisition and Finance.
Practically the team handles 3 data areas:
Data Project Management: Based on busi",description data team part data team cross functionally team bring data drive impact fabulous business unit like product growth user acquisition finance practically team handle data area data project management base business need sort request refine requirement ac business data stakeholder prioritise plan executive communicate proactive frequently ensure visibility connect feedback loop involve party reviewer data stakeholder business stakeholder apply analytics data science data exploration define appropriate agile analytics approach aim simplicity interpretability shy away complexity face project strong data science component mvp iteration analytics engineer data model transformation serve build maintain scale analytics pipeline practically soon mvp get validate different stakeholder start implement improve iteratively dbt project testing data observability highly important component proper architecture help manage techdebt another key element member team expect excel least mention area autonomously impactful agile manner split bigger project iteration rarely expand beyond week ensure impact modern cloud base data stack fivetran big query dbt amplitude metabase looker studio want consolidate rank capable round senior analytics engineer integrate agile context smoothly bring value quickly expectation duty role highly critical continuous success data science team data model analytics engineer project improve enrich maintain data model analytics pipeline project close collaboration head data analytics main stakeholder objective project enable data analytics scientist team bring impact business use case work collaboration business team responsible contribute effectively code base build testing review maintain solid analytics pipeline use sql dbt help manage techdebt improve engineer practice project architecture important responsibility role solid methodical testing key strengthen data observability expect gradually aspect team responsibility part code base strong say analytics project architecture evolve contribute team evolution continuous growth help data analyst scientist improve strengthen engineer skill expect speak mind contribute proactively effectively improve team practice cohesion impact mission expect highly autonomous show sense ownership ability effectively manage project stakeholder fulfil minimum guidance head data analytics help mentor junior member share knowledge practice within team level everyone skill expect contribute effectively functional documentation way clear concise useful future collaborator reader work fabulous fabulous mobile app help thousand people every day change lifestyle integrate healthy habit live fabulous use behavioral economics lens help everyone achieve fullest potential closely researcher base duke university advisor dan ariely author nyt bestseller predictably irrational feature michelangelo famous italian sculptor say every block stone statue inside task sculptor discover fabulous every team member sculptor right together help million user step block stone step fullest version life award apple best apps editor app choice country winner google material design award best app finalist google play award rank 5th health fitness app requirement university degree engineer computer science apply mathematics minimum data analytics engineer hand skill data model sql skill even better couple dbt similar sql base data model tool engineer skill testing clean cod peer review cd ci git workflow agile workflow etc previous work modern data stack tool cloud base data warehouse bq snowflake redshift sound business acumen mange project business stakeholder self starter ability autonomously one project fully write verbal communication skill english comfortable remote environment remote organisation prior tool use data stack amplitude dbt bigquery metabase analytical statistical intuition hand data analysis skill prior manage modern dbt data pipeline prior agile start environment benefits professionally nourish environment monthly workshop book club team challenge team build activity flexible fully remote work environment fast grow product large user base frequently among top download health fitness apps make real change people live
Data Scientist,"Description
Tiger Analytics is looking for experienced Data Scientists to join our fast-growing advanced analytics consulting firm. Our employees bring deep expertise in Data Science, Machine Learning, and AI. We are the trusted analytics partner for multiple Fortune 500 companies, enabling them to ",description tiger analytics experience data scientist join fast grow advance analytics consulting firm employee bring deep expertise data science machine learning ai trust analytics partner multiple fortune company enable generate business value data business value leadership recognize various market research firm include forrester gartner top notch talent continue build best global analytics consulting team world senior data scientist robust optimization particular integer program mix integer program strong cod capability preferably supply chain domain person responsible write complex production level cod key responsibility effectively communicate analytics approach meet objective business partner advocate educate value data drive decision make focus solution lead analytic approach integrate solution collaboratively application tool data engineer business lead analyst developer create repeatable interpretable dynamic scalable model seamlessly incorporate analytic data product collaborate coach learn grow team experience data scientist stay connect external source idea conference community engagement support demand regulator investor relation etc develop innovative solution meet objective utilize cut edge technique tool requirement ph master computer science statistic economics data science relate field least extensive data science robust optimization robust hand python forecast combinatorial optimization greedy heuristic mix integer program strong statistic foundation knowledge statistical package highly proficient python scala program sql cplex emr kafka gurobi cod skill person responsible write complex production level cod benefits offer significant career development fast grow challenge entrepreneurial environment high degree individual responsibility
Data Scientist,"Description
About Us
Love, Bonito is a digital-first company on a mission to empower the everyday Asian woman and inspire self-confidence. We are Southeast Asia’s leading womenswear brand, headquartered in Singapore, with an omnichannel presence across Hong Kong SAR China, Indonesia, Malaysia and a ",description love bonito digital mission empower everyday asian woman inspire self confidence southeast asia lead womenswear brand headquarter singapore omnichannel presence across hong kong sar china indonesia malaysia retail franchise cambodia addition expand international market namely philippine unite state america found proudly female found female representation leadership role girlpower raise 50m series round know cusp something work towards become thoughtful brand globally asian female consumer especially come product community experience lot do excite plan team people wildly passionate make impact part dynamic team workplace corporate yes read right team love bonito team passionate dynamic innovative fun love family fashion lover savvy marketer tech whiz diverse team talented individual unify focus customer love bonito woman heart everything pride always take innovative data centric yet considerate approach create right experience product content big dream grand mission like mind people join people passionate fearless entrepreneurial dynamic corporate environment learn grow really make impact perfect fit role front seat impact woman across globe fashion data junior mid level data analyst play pivotal role champion data drive approach decision make empower organisation act smarter faster efficiently responsible design implement variety data enable solution generate actionable insight launch direct decision output model improve business addition play important role set best practice analytics workflow love bonito culture fit grasp love bonito brand unique proposition genuine curiosity know thing make better entrepreneurial self starter get hand dirty attitude enjoy learning thing pick quickly demonstrate result drive data obsession problem solver identify scope solve loosely define problem design execute logical action plan challenge solve systematically analytical data drive love work number extract knowledge data extremely objective thorough diligent efficiently independently query manipulate explore data use tool sql python business drive able learn business context business stakeholder quickly per project requirement ability contextual information analysis design data product exemplify business acumen develop solution insight business goal mind creativity communication ability think box translate data simple human language compel visualisation data storytelling empower broader organisation understand leverage data relationship management relationship management ability independently business stakeholder functional team main responsibility decision model automation help stakeholder refine problem statement translate analytics project clearly define closely technical business team iterate solution test gather actionable feedback continuously raise standard analytics capability develop predictive model use variety statistical method machine learning technique customer segmentation loyalty program mechanic sales forecast participate contribute session review model performance brainstorm prioritise opportunity analytics framework insight generation define performance metric target ensure alignment across design build maintain user friendly dashboard track business health performance launch model specific initiative present prepare coordinate go performance review weekly quarterly solicit feedback provide insight data storytelling intuitive data visualisation contribute development analytics capability collaborate closely member team data engineer data scientist data analyst drive meaningful improvement requirement soft skill capable independently discover scoping business problem loosely define non technical stakeholder ability execute analytics project break goal clear actionable task effectively communicate technical non technical stakeholder meeting write presentation dashboard willingness learn ability quickly independently technical skill proficient sql python data analytics transform analyse large amount data data visualisation tool preferably tableau metabase knowledge statistical method apply solve business problem advantageous master degree quantitative field statistic mathematics computer science engineer data science relevant industry preferably commerce retail digital product development work databricks data lake environment familiar concept data mesh data product website track especially gtm google analytics benefits flexible arrangement anywhere remote adjustable hour long present core work hour staff wellness comprehensive corporate insurance fully cover visit panel clinic dental coverage maternity reimbursement mental wellness support tailor coach service mental wellness learning career development learning development subscription plan best class resource personal development fund etc dedicate leadership training managerial responsibility friday pm learning teamlb perk generous staff discount lb product corporate partnership variety company welcome teamlb swag store gift card get lb outfit employee drive peer peer recognition platform honour celebrate everyday achievement internal referral programme
